# Sim1FullTARC (Up to date)
# 343 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.707,87.663,87.663,71.38,71.438,76.918,77.019,1.878,2.765e-4,1.878,89.992,2.876,3.943,28.61,-80.6,0.384,0,14.626,0.007,86.149,89.996,549.07,59.056,0.033,7.723e-4,9.792,68.936,58.797,1.518,54.483,10.133,6.834,0.6,0,0,0,0.6,0.091,0.134,2.18e-4,0,0,0,0,0.003,2.41,90,4.296,1010.003,0.001,333.903,0.214,4.483e6,6.68,35.048,0.011,0.037,0.009
0.719,90.301,90.301,72.233,72.292,75.415,75.575,1.984,2.918e-4,1.984,89.992,2.926,4.919,28.61,-80.6,0.212,0,16.176,0.017,85.975,89.997,548.765,58.751,0.033,7.723e-4,9.792,69.02,58.783,1.532,53.829,10.017,6.996,0.6,0,0,0,0.6,0.05,0.073,-4.467e-4,0,0,0,0,0.004,2.426,90,4.292,1009.905,0.001,333.9,0.217,4.536e6,6.68,35.048,0.003,0.037,0.009
0.722,91.093,91.093,72.484,72.544,74.965,75.147,2.016,2.963e-4,2.016,89.992,2.942,5.224,28.61,-80.6,0.161,0,16.465,0.022,85.921,89.998,548.675,58.66,0.033,7.722e-4,9.792,69.045,58.779,1.537,53.635,9.983,7.044,0.6,0,0,0,0.6,0.038,0.054,-1.176e-4,0,0,0,0,0.004,2.431,90,4.291,1009.876,0.001,333.899,0.218,4.552e6,6.68,35.048,0.005,0.038,0.009
0.727,92.285,92.285,72.857,72.917,74.09,74.307,2.065,3.031e-4,2.065,89.992,2.97,5.672,28.61,-80.6,0.083,0,16.74,0.046,85.838,89.998,548.542,58.528,0.033,7.722e-4,9.792,69.084,58.773,1.544,53.234,9.911,7.116,0.6,0,0,0,0.6,0.019,0.027,-3.32e-4,0,0,0,0,0.004,2.438,90,4.289,1009.832,0.001,333.898,0.219,4.575e6,6.68,35.048,0.008,0.038,0.009
0.735,94.086,94.086,73.408,73.47,72.774,73.05,2.139,3.131e-4,2.139,89.992,3.015,6.344,28.61,-80.6,0.031,0,-16.795,0.119,85.712,89.999,548.342,58.328,0.033,7.722e-4,9.792,69.11,58.763,1.549,52.632,9.802,7.224,0.6,0,0,0,0.6,0.007,0.015,-1.813e-4,0,0,0,0,-0.004,2.449,90,4.286,1009.765,0.001,333.896,0.22,4.609e6,6.68,35.048,0.003,0.039,0.009
0.738,94.929,94.929,73.661,73.724,72.16,72.466,2.173,3.178e-4,2.173,89.992,3.038,6.652,28.61,-80.6,0.083,0,-16.675,0.045,85.653,89.999,548.249,58.235,0.033,7.722e-4,9.792,69.085,58.759,1.546,52.352,9.752,7.274,0.6,0,0,0,0.6,0.019,0.034,-6.03e-5,0,0,0,0,-0.004,2.455,90,4.284,1009.734,0.001,333.895,0.221,4.625e6,6.68,35.048,0.005,0.039,0.009
0.743,96.199,96.199,74.034,74.098,70.201,70.552,2.226,3.246e-4,2.226,89.992,3.073,7.023,28.61,-80.6,0.157,0,-16.324,0.023,85.567,89.999,548.117,58.103,0.033,7.722e-4,9.792,69.05,58.753,1.541,51.361,9.569,7.348,0.6,0,0,0,0.6,0.037,0.061,7.725e-5,0,0,0,0,-0.004,2.462,90,4.282,1009.687,0.001,333.894,0.222,4.649e6,6.68,35.048,0.008,0.04,0.009
0.751,98.116,98.116,74.574,74.64,67.267,67.688,2.306,3.348e-4,2.306,89.992,3.131,7.538,28.61,-80.6,0.261,0,-15.43,0.012,85.441,90,547.917,57.903,0.033,7.722e-4,9.792,69,58.743,1.535,49.874,9.296,7.457,0.6,0,0,0,0.6,0.062,0.098,-2.41e-4,0,0,0,0,-0.003,2.473,90,4.279,1009.616,0.001,333.892,0.224,4.682e6,6.68,35.048,0.006,0.04,0.01
0.757,99.562,99.562,74.965,75.032,65.07,65.547,2.367,3.422e-4,2.367,89.992,3.176,7.891,28.61,-80.6,0.334,0,-14.483,0.01,85.353,90,547.768,57.754,0.033,7.722e-4,9.792,68.966,58.736,1.531,48.759,9.09,7.536,0.6,0,0,0,0.6,0.079,0.124,3.801e-4,0,0,0,0,-0.003,2.477,90,4.276,1009.562,0.001,333.89,0.225,4.707e6,6.68,35.048,0.009,0.04,0.01
0.766,101.745,101.745,75.522,75.591,60.928,61.485,2.46,3.53e-4,2.46,89.992,3.248,8.251,28.61,-80.6,0.427,0,-12.66,0.007,85.233,90,547.561,57.547,0.033,7.722e-4,9.792,68.922,58.727,1.526,46.616,8.694,7.65,0.6,0,0,0,0.6,0.101,0.156,2.361e-4,0,0,0,0,-0.002,2.484,90,4.273,1009.481,0.001,333.888,0.227,4.742e6,6.68,35.048,0.009,0.041,0.01
0.775,104.022,104.022,76.06,76.133,56.661,57.29,2.559,3.638e-4,2.559,89.992,3.324,8.472,28.61,-80.6,0.501,4.169e-7,-10.344,0.005,85.127,90.001,547.348,57.333,0.033,7.721e-4,9.792,68.887,58.717,1.523,44.397,8.284,7.761,0.6,0,0,0,0.6,0.119,0.183,-2.468e-4,0,0,0,0,-0.001,2.491,90,4.269,1009.397,0.001,333.886,0.228,4.776e6,6.68,35.048,0.014,0.041,0.01
0.789,107.466,107.466,76.782,76.859,48.408,49.115,2.711,3.792e-4,2.711,89.992,3.44,8.304,28.61,-80.6,0.563,3.945e-7,-6.293,0.006,85.012,90.001,547.069,57.055,0.033,7.721e-4,9.792,68.859,58.704,1.52,40.026,7.472,7.911,0.6,0,0,0,0.601,0.134,0.204,-2.828e-4,0,0,0,0,-4.851e-4,2.501,90,4.263,1009.269,0.001,333.882,0.231,4.821e6,6.68,35.048,0.011,0.042,0.01
0.8,110.313,110.313,77.289,77.37,41.696,42.428,2.84,3.911e-4,2.84,89.992,3.531,7.846,28.61,-80.6,0.569,0,-2.721,0.004,84.962,90,546.841,56.827,0.033,7.721e-4,9.792,68.857,58.693,1.522,36.441,6.805,8.016,0.6,0,0,0,0.601,0.135,0.206,-4.481e-4,0,0,0,0,-8.948e-5,2.51,90,4.258,1009.164,0.001,333.879,0.232,4.853e6,6.68,35.048,0.013,0.042,0.01
0.813,113.507,113.507,77.76,77.844,33.321,34.06,2.987,4.037e-4,2.987,89.992,3.625,7.054,28.61,-80.6,0.552,0,1.278,0.011,84.953,89.999,546.668,56.654,0.033,7.721e-4,9.792,68.866,58.685,1.524,31.931,5.965,8.114,0.6,0,0,0,0.601,0.131,0.2,-5.403e-5,0,0,0,0,1.949e-5,2.488,90,4.253,1009.045,0.001,333.876,0.234,4.882e6,6.68,35.048,0.013,0.042,0.01
0.825,116.766,116.766,78.131,78.219,24.886,25.583,3.141,4.162e-4,3.141,89.992,3.708,5.928,28.61,-80.6,0.488,-3.526e-7,5.091,0.01,84.994,89.998,546.493,56.479,0.033,7.721e-4,9.792,68.897,58.676,1.53,27.352,5.111,8.189,0.6,0,0,0,0.6,0.116,0.176,3.826e-4,0,0,0,0,3.064e-4,2.466,90,4.247,1008.925,0.001,333.873,0.235,4.905e6,6.68,35.048,0.014,0.043,0.01
0.84,120.442,120.442,78.419,78.511,15.487,16.09,3.317,4.305e-4,3.317,89.993,3.782,4.365,28.61,-80.6,0.369,-9.273e-7,8.645,0.008,85.093,89.996,546.296,56.282,0.033,7.721e-4,9.792,68.955,58.667,1.54,22.211,4.152,8.247,0.6,0,0,0,0.6,0.087,0.134,3.686e-4,0,0,0,0,8.773e-4,2.442,90,4.241,1008.789,0.001,333.869,0.236,4.923e6,6.68,35.048,0.01,0.044,0.01
0.85,123.118,123.118,78.545,78.638,8.698,9.236,3.446,4.412e-4,3.446,89.993,3.821,3.104,28.61,-80.6,0.261,-1.045e-6,10.546,0.009,85.193,89.996,546.153,56.138,0.033,7.721e-4,9.792,69.007,58.66,1.549,18.477,3.455,8.271,0.6,0,0,0,0.6,0.062,0.094,4.175e-4,0,0,0,0,0.001,2.424,90,4.237,1008.689,0.001,333.866,0.236,4.93e6,6.68,35.048,0.016,0.045,0.01
0.866,127.137,127.137,78.627,78.721,1.762,2.251,3.643,4.58e-4,3.643,89.993,3.856,1.4,28.61,-80.6,0.08,-7.846e-7,12.075,0.012,85.372,89.996,546.032,56.018,0.033,7.721e-4,9.792,69.096,58.655,1.563,14.637,2.737,8.286,0.6,0,0,0,0.6,0.019,0.028,8.435e-5,0,0,0,0,0.002,2.399,90,4.23,1008.541,0.001,333.862,0.236,4.935e6,6.68,35.048,0.009,0.045,0.01
0.875,129.565,129.565,78.623,78.718,-2.413,2.444,3.762,4.685e-4,3.762,89.993,3.865,0.391,28.61,-80.6,0.03,-7.706e-7,-12.185,0.026,85.486,89.996,545.96,55.946,0.033,7.72e-4,9.792,69.12,58.651,1.567,12.318,2.304,8.284,0.6,0,0,0,0.6,0.007,0.013,-3.95e-4,0,0,0,0,-0.002,2.384,90,4.226,1008.451,0.001,333.86,0.236,4.934e6,6.68,35.048,0.014,0.046,0.01
0.889,133.205,133.205,78.566,78.661,-5.76,5.814,3.941,4.846e-4,3.941,89.993,3.862,0.79,28.61,-80.6,0.182,-1.013e-6,-11.248,0.002,85.653,89.997,545.884,55.87,0.033,7.72e-4,9.792,69.046,58.648,1.557,10.434,1.952,8.272,0.6,0,0,0,0.6,0.043,0.068,-6.011e-5,0,0,0,0,-0.001,2.362,90,4.219,1008.316,0.001,333.856,0.236,4.93e6,6.68,35.048,0.011,0.046,0.01
0.9,136.009,136.009,78.489,78.583,-8.343,8.489,4.079,4.971e-4,4.079,89.993,3.849,1.569,28.61,-80.6,0.279,-6.863e-7,-9.743,0.002,85.768,89.998,545.826,55.812,0.033,7.72e-4,9.792,68.998,58.645,1.55,8.982,1.681,8.256,0.6,0,0,0,0.6,0.066,0.103,2.733e-4,0,0,0,0,-0.001,2.344,90,4.215,1008.212,0.001,333.853,0.236,4.925e6,6.68,35.048,0.016,0.047,0.01
0.916,140.209,140.209,78.334,78.427,-10.677,10.993,4.284,5.156e-4,4.284,89.993,3.814,2.615,28.61,-80.6,0.426,-7.218e-7,-6.306,0.005,85.901,89.999,545.769,55.755,0.033,7.72e-4,9.792,68.927,58.642,1.54,7.641,1.43,8.225,0.6,0,0,0,0.6,0.101,0.156,2.686e-4,0,0,0,0,-4.678e-4,2.386,90,4.208,1008.056,0.001,333.849,0.235,4.915e6,6.68,35.048,0.016,0.047,0.01
0.932,144.349,144.349,78.143,78.234,-13,13.389,4.485,5.333e-4,4.485,89.993,3.766,3.207,28.61,-80.6,0.5,0,-1.914,0.006,85.968,90,545.713,55.699,0.033,7.72e-4,9.792,68.892,58.64,1.535,6.317,1.182,8.186,0.6,0,0,0,0.6,0.119,0.182,-3.697e-4,0,0,0,0,-4.333e-5,2.427,90,4.201,1007.903,0.001,333.845,0.235,4.902e6,6.68,35.048,0.014,0.047,0.01
0.946,147.894,147.894,77.949,78.038,-15.003,15.372,4.655,5.476e-4,4.655,89.993,3.721,3.348,28.61,-80.6,0.502,0,2.119,0.011,85.967,90.002,545.665,55.651,0.033,7.72e-4,9.792,68.89,58.637,1.535,5.18,0.969,8.144,0.6,0,0,0,0.6,0.119,0.183,-2.257e-4,0,0,0,0,5.333e-5,2.463,90,4.195,1007.772,0.001,333.841,0.234,4.89e6,6.68,35.048,0.004,0.048,0.01
0.95,148.841,148.841,77.893,77.981,-15.54,15.893,4.7,5.512e-4,4.7,89.993,3.708,3.331,28.61,-80.6,0.494,0,3.179,0.012,85.957,90.003,545.652,55.638,0.033,7.72e-4,9.792,68.894,58.637,1.536,4.876,0.913,8.132,0.6,0,0,0,0.6,0.117,0.18,-3.437e-4,0,0,0,0,1.202e-4,2.473,90,4.193,1007.737,0.001,333.84,0.234,4.886e6,6.68,35.048,0.006,0.048,0.01
0.956,150.26,150.26,77.805,77.893,-15.881,16.196,4.767,5.565e-4,4.767,89.993,3.69,3.181,28.61,-80.6,0.465,0,4.707,0.013,85.935,90.004,545.641,55.627,0.033,7.72e-4,9.792,68.908,58.636,1.538,4.676,0.875,8.113,0.6,0,0,0,0.6,0.11,0.169,5.939e-5,0,0,0,0,2.642e-4,2.475,90,4.191,1007.684,0.001,333.838,0.234,4.88e6,6.68,35.048,0.008,0.048,0.01
0.964,152.386,152.386,77.671,77.757,-16.395,16.646,4.868,5.639e-4,4.868,89.993,3.665,2.88,28.61,-80.6,0.409,0,6.797,0.013,85.887,90.004,545.625,55.611,0.033,7.72e-4,9.792,68.935,58.635,1.542,4.377,0.819,8.083,0.6,0,0,0,0.6,0.097,0.149,-1.077e-4,0,0,0,0,5.527e-4,2.478,90,4.187,1007.605,0.001,333.836,0.233,4.872e6,6.68,35.048,0.013,0.049,0.01
0.976,155.567,155.567,77.461,77.546,-17.174,17.327,5.017,5.739e-4,5.017,89.993,3.632,2.293,28.61,-80.6,0.299,7.356e-7,9.323,0.016,85.785,90.005,545.6,55.586,0.033,7.72e-4,9.792,68.987,58.634,1.55,3.928,0.735,8.036,0.6,0,0,0,0.6,0.071,0.109,2.976e-4,0,0,0,0,0.001,2.483,90,4.182,1007.487,0.001,333.833,0.233,4.858e6,6.68,35.048,0.019,0.05,0.01
0.995,160.322,160.322,77.128,77.212,-18.355,18.398,5.24,5.864e-4,5.24,89.994,3.599,1.254,28.61,-80.6,0.102,1.043e-6,11.439,0.049,85.587,90.004,545.562,55.548,0.033,7.72e-4,9.792,69.082,58.632,1.564,3.254,0.609,7.964,0.6,0,0,0,0.6,0.024,0.036,-3.775e-4,0,0,0,0,0.002,2.491,90,4.174,1007.311,0.001,333.828,0.232,4.836e6,6.68,35.048,0.005,0.05,0.01
1,161.551,161.551,77.038,77.122,-18.662,18.687,5.297,5.891e-4,5.297,89.994,3.593,0.979,28.61,-80.6,0.048,1.045e-6,11.634,0.102,85.531,90.004,545.553,55.539,0.033,7.72e-4,9.792,69.108,58.632,1.568,3.08,0.577,7.945,0.6,0,0,0,0.6,0.011,0.017,-4.487e-4,0,0,0,0,0.002,2.493,90,4.172,1007.266,0.001,333.827,0.231,4.831e6,6.68,35.048,0.007,0.051,0.01
1.007,163.39,163.39,76.899,76.983,-19.458,19.47,5.383,5.93e-4,5.383,89.994,3.587,0.672,28.61,-80.6,0.019,1.049e-6,-11.674,0.249,85.446,90.004,545.547,55.533,0.033,7.72e-4,9.792,69.122,58.632,1.57,2.631,0.493,7.916,0.6,0,0,0,0.6,0.004,0.009,-4.861e-5,0,0,0,0,-0.002,2.512,90,4.169,1007.198,0.001,333.825,0.231,4.822e6,6.68,35.048,0.011,0.051,0.01
1.018,166.143,166.143,76.68,76.764,-20.649,20.65,5.511,5.981e-4,5.511,89.994,3.582,0.251,28.61,-80.6,0.114,1.098e-6,-11.239,0.037,85.32,90.003,545.539,55.525,0.033,7.72e-4,9.792,69.075,58.631,1.563,1.958,0.367,7.872,0.6,0,0,0,0.6,0.027,0.043,2.334e-4,0,0,0,0,-0.002,2.541,90,4.164,1007.096,0.001,333.822,0.23,4.808e6,6.68,35.048,0.016,0.052,0.01
1.035,170.258,170.258,76.327,76.411,-22.419,22.42,5.704,6.047e-4,5.704,89.994,3.583,0.231,28.61,-80.6,0.233,1.422e-6,-9.594,0.021,85.148,90.001,545.526,55.512,0.033,7.72e-4,9.792,69.017,58.631,1.555,0.948,0.178,7.801,0.6,0,0,0,0.6,0.055,0.087,2.754e-4,0,0,0,0,-0.001,2.585,90,4.157,1006.943,0.001,333.818,0.229,4.786e6,6.68,35.048,0.015,0.052,0.01
# Event BURNOUT occurred at t=1.05 seconds
1.05,174.104,174.104,75.969,76.054,-24.056,24.06,5.885,6.103e-4,5.885,89.994,3.588,0.463,28.61,-80.6,0.306,1.038e-6,-7.256,0.011,85.018,89.999,545.514,55.5,0.033,7.72e-4,9.792,68.981,58.63,1.549,0,0,7.729,0.6,0,0,0,0.6,0.072,0.113,2.136e-4,0,0,0,0,-6.582e-4,2.625,90,4.15,1006.801,0.001,333.814,0.228,4.763e6,6.68,35.048,0.023,0.053,0.01
1.073,179.839,179.839,75.415,75.501,-23.898,23.918,6.157,6.19e-4,6.157,89.994,3.606,0.964,28.61,-80.6,0.404,2.553e-6,-2.676,0.01,84.901,89.997,545.514,55.5,0.033,7.72e-4,9.792,68.933,58.63,1.542,0,0,7.617,0.6,0,0,0,0.6,0.096,0.147,-3.512e-4,0,0,0,0,-9.081e-5,2.588,90,4.141,1006.588,0.001,333.808,0.227,4.728e6,6.68,35.048,0.018,0.054,0.01
1.091,184.37,184.37,74.978,75.065,-23.731,23.748,6.375,6.274e-4,6.375,89.994,3.624,0.915,28.61,-80.6,0.397,2.236e-6,1.332,0.017,84.889,89.994,545.514,55.5,0.033,7.72e-4,9.792,68.935,58.63,1.543,0,0,7.528,0.6,0,0,0,0.6,0.094,0.145,6.955e-5,0,0,0,0,2.276e-5,2.559,90,4.133,1006.421,0.001,333.804,0.225,4.7e6,6.68,35.048,0.019,0.054,0.01
1.11,189.004,189.004,74.531,74.62,-23.508,23.51,6.6,6.389e-4,6.6,89.994,3.637,0.317,28.61,-80.6,0.286,2.704e-6,4.908,0.02,84.949,89.991,545.514,55.5,0.033,7.72e-4,9.792,68.988,58.63,1.551,0,0,7.437,0.6,0,0,0,0.6,0.067,0.104,-4.556e-4,0,0,0,0,3.128e-4,2.576,90,4.125,1006.249,0.001,333.799,0.224,4.672e6,6.68,35.048,0.027,0.055,0.01
1.137,195.495,195.495,73.91,73.998,-23.16,23.182,6.918,6.621e-4,6.918,89.995,3.628,1.021,28.61,-80.6,0.025,2.01e-6,7.087,0.179,85.117,89.99,545.514,55.5,0.033,7.72e-4,9.792,69.114,58.63,1.569,0,0,7.312,0.6,0,0,0,0.6,0.006,0.009,-1.832e-5,0,0,0,0,6.631e-4,2.654,90,4.114,1006.008,0.001,333.792,0.222,4.633e6,6.68,35.048,0.04,0.055,0.009
1.177,205.13,205.13,72.993,73.079,-22.726,22.838,7.39,7.098e-4,7.39,89.994,3.556,2.263,28.61,-80.6,0.234,6.92e-6,-4.376,0.017,85.362,89.996,545.514,55.5,0.033,7.72e-4,9.792,69.011,58.63,1.554,0,0,7.132,0.6,0,0,0,0.6,0.055,0.086,-4.909e-4,0,0,0,0,-2.592e-4,2.665,90,4.098,1005.652,0.001,333.782,0.219,4.574e6,6.68,35.048,0.034,0.055,0.009
1.211,213.178,213.178,72.23,72.313,-22.441,22.567,7.78,7.508e-4,7.78,89.994,3.476,2.384,28.61,-80.6,0.27,1.152e-5,0.09,0.012,85.435,90.004,545.514,55.5,0.033,7.72e-4,9.792,68.992,58.63,1.551,0,0,6.981,0.6,0,0,0,0.6,0.064,0.099,-2.263e-4,0,0,0,0,1.118e-7,2.634,90,4.084,1005.353,0.001,333.774,0.217,4.525e6,6.68,35.048,0.03,0.056,0.009
1.241,220.232,220.232,71.562,71.643,-22.234,22.318,8.117,7.792e-4,8.117,89.994,3.41,1.94,28.61,-80.6,0.187,1.137e-5,3.55,0.016,85.378,90.007,545.514,55.5,0.033,7.72e-4,9.792,69.031,58.63,1.557,0,0,6.85,0.6,0,0,0,0.6,0.044,0.069,2.129e-4,0,0,0,0,1.776e-4,2.61,90,4.073,1005.092,0.001,333.767,0.215,4.482e6,6.68,35.048,0.044,0.056,0.009
1.285,230.46,230.46,70.592,70.672,-21.988,22,8.603,8.052e-4,8.603,89.995,3.352,0.715,28.61,-80.6,0.068,1.339e-5,-4.875,0.037,85.174,90.002,545.514,55.5,0.033,7.72e-4,9.792,69.088,58.63,1.565,0,0,6.662,0.6,0,0,0,0.6,0.016,0.025,-4.031e-4,0,0,0,0,-3.441e-4,2.524,90,4.055,1004.713,0.001,333.756,0.212,4.42e6,6.68,35.048,0.05,0.057,0.009
1.335,241.95,241.95,69.501,69.581,-21.659,21.659,9.152,8.309e-4,9.152,89.995,3.336,0.171,28.61,-80.6,0.187,3.003e-5,-1.254,0.005,85.013,89.989,545.514,55.5,0.033,7.72e-4,9.792,69.028,58.63,1.556,0,0,6.456,0.6,0,0,0,0.6,0.044,0.068,3.94e-4,0,0,0,0,-2.346e-5,2.499,90,4.036,1004.288,0.001,333.745,0.209,4.351e6,6.68,35.048,0.047,0.057,0.009
1.381,252.544,252.544,68.495,68.576,-21.319,21.319,9.663,8.788e-4,9.663,89.995,3.328,0.086,28.61,-80.6,0.204,3.116e-5,2.714,0.012,85.047,89.987,545.514,55.5,0.033,7.72e-4,9.792,69.018,58.63,1.555,0,0,6.268,0.6,0,0,0,0.6,0.048,0.075,-2.409e-4,0,0,0,0,1.132e-4,2.362,90,4.018,1003.895,0.001,333.734,0.206,4.286e6,6.68,35.048,0.044,0.057,0.009
1.425,262.397,262.397,67.562,67.643,-20.954,20.963,10.145,9.468e-4,10.145,89.995,3.317,0.603,28.61,-80.6,0.076,2.419e-5,5.794,0.033,85.244,89.988,545.514,55.5,0.033,7.72e-4,9.792,69.079,58.63,1.564,0,0,6.095,0.6,0,0,0,0.6,0.018,0.028,1.967e-4,0,0,0,0,5.307e-4,2.214,90,4.001,1003.53,0.001,333.724,0.203,4.226e6,6.68,35.048,0.05,0.058,0.009
1.475,273.395,273.395,66.525,66.605,-20.539,20.59,10.685,0.001,10.685,89.994,3.264,1.46,28.61,-80.6,0.144,2.534e-5,-4.97,0.01,85.531,89.997,545.514,55.5,0.033,7.72e-4,9.792,69.044,58.63,1.559,0,0,5.906,0.6,0,0,0,0.6,0.034,0.053,1.982e-4,0,0,0,0,-4.028e-4,2.103,90,3.983,1003.123,0.001,333.712,0.2,4.16e6,6.68,35.048,0.05,0.058,0.009
1.525,284.224,284.224,65.507,65.584,-20.183,20.261,11.214,0.001,11.214,89.994,3.182,1.77,28.61,-80.6,0.237,2.784e-5,-0.847,0.01,85.682,90.005,545.514,55.5,0.033,7.72e-4,9.792,68.998,58.63,1.552,0,0,5.725,0.6,0,0,0,0.6,0.056,0.086,4.055e-4,0,0,0,0,-1.208e-5,2.037,90,3.964,1002.722,0.001,333.701,0.197,4.095e6,6.68,35.048,0.042,0.059,0.008
1.567,293.149,293.149,64.669,64.743,-19.927,19.988,11.645,0.001,11.645,89.994,3.112,1.558,28.61,-80.6,0.193,2.382e-5,2.767,0.008,85.639,90.007,545.514,55.5,0.033,7.72e-4,9.792,69.017,58.63,1.555,0,0,5.577,0.6,0,0,0,0.6,0.045,0.071,1.004e-4,0,0,0,0,1.322e-4,2.039,90,3.949,1002.391,0.001,333.692,0.194,4.041e6,6.68,35.048,0.05,0.059,0.008
1.617,303.676,303.676,63.679,63.752,-19.652,19.68,12.15,0.001,12.15,89.994,3.047,1.055,28.61,-80.6,0.066,2.097e-5,5.297,-0.009,85.427,89.999,545.514,55.5,0.033,7.72e-4,9.792,69.078,58.63,1.564,0,0,5.407,0.6,0,0,0,0.6,0.016,0.024,7.231e-5,0,0,0,0,4.994e-4,2.121,90,3.932,1002.001,0.001,333.681,0.191,3.979e6,6.68,35.048,0.05,0.059,0.008
1.667,314.042,314.042,62.703,62.775,-19.395,19.401,12.646,0.001,12.646,89.994,3.007,0.505,28.61,-80.6,0.084,2.024e-5,-5.212,-0.031,85.153,89.99,545.514,55.5,0.033,7.72e-4,9.792,69.068,58.63,1.562,0,0,5.243,0.6,0,0,0,0.6,0.02,0.032,1.626e-4,0,0,0,0,-4.985e-4,2.217,90,3.914,1001.617,0.001,333.671,0.189,3.918e6,6.68,35.048,0.05,0.06,0.008
1.717,324.249,324.249,61.74,61.812,-19.141,19.141,13.138,0.001,13.138,89.994,2.993,0.061,28.61,-80.6,0.211,1.961e-5,-2.47,-0.012,84.953,89.99,545.514,55.5,0.033,7.72e-4,9.792,69.005,58.63,1.553,0,0,5.083,0.6,0,0,0,0.6,0.05,0.077,3.924e-5,0,0,0,0,-1.155e-4,2.231,90,3.897,1001.239,0.001,333.66,0.186,3.857e6,6.68,35.048,0.05,0.06,0.008
1.767,334.299,334.299,60.79,60.863,-18.86,18.86,13.629,0.001,13.629,89.994,2.993,0.017,28.61,-80.6,0.233,2.395e-5,1.603,-0.01,84.931,89.996,545.514,55.5,0.033,7.72e-4,9.792,68.992,58.63,1.551,0,0,4.926,0.6,0,0,0,0.6,0.055,0.085,-3.081e-7,0,0,0,0,5.015e-5,2.15,90,3.88,1000.867,0.001,333.65,0.183,3.796e6,6.68,35.048,0.049,0.061,0.008
1.817,344.066,344.066,59.866,59.941,-18.567,18.567,14.113,0.001,14.113,89.994,2.989,0.118,28.61,-80.6,0.187,2.377e-5,4.953,-0.042,85.096,90.004,545.514,55.5,0.033,7.72e-4,9.792,69.014,58.63,1.554,0,0,4.774,0.6,0,0,0,0.6,0.044,0.067,-1.447e-4,0,0,0,0,4.938e-4,1.951,90,3.863,1000.505,0.001,333.64,0.18,3.737e6,6.68,35.048,0.05,0.062,0.008
1.867,353.811,353.811,58.945,59.021,-18.243,18.256,14.603,0.002,14.603,89.994,2.977,0.684,28.61,-80.6,0.001,2.689e-5,0.936,-7.278,85.417,90.012,545.514,55.5,0.033,7.72e-4,9.792,69.103,58.63,1.568,0,0,4.625,0.6,0,0,0,0.6,2.931e-4,2.87e-4,1.96e-4,0,0,0,0,1.82e-5,1.747,90,3.847,1000.144,0.001,333.63,0.177,3.678e6,6.68,35.048,0.05,0.062,0.008
1.917,363.406,363.406,58.042,58.115,-17.914,17.988,15.087,0.002,15.087,89.994,2.912,1.631,28.61,-80.6,0.314,2.527e-5,-4.136,-0.031,85.723,90.009,545.514,55.5,0.033,7.72e-4,9.792,68.95,58.63,1.545,0,0,4.484,0.6,0,0,0,0.6,0.074,0.114,-4.122e-4,0,0,0,0,-3.665e-4,1.749,90,3.831,999.789,0.001,333.62,0.175,3.621e6,6.68,35.048,0.04,0.063,0.007
1.957,371.017,371.017,57.326,57.396,-17.715,17.783,15.467,0.002,15.467,89.994,2.848,1.55,28.61,-80.6,0.305,2.671e-5,-0.198,-0.026,85.809,89.996,545.514,55.5,0.033,7.72e-4,9.792,68.953,58.63,1.545,0,0,4.372,0.6,0,0,0,0.6,0.072,0.111,-4.981e-4,0,0,0,0,-8.583e-7,1.66,90,3.818,999.507,0.001,333.613,0.172,3.575e6,6.68,35.048,0.042,0.063,0.007
1.999,378.941,378.941,56.579,56.647,-17.515,17.571,15.859,0.002,15.859,89.994,2.784,1.401,28.61,-80.6,0.266,2.932e-5,3.648,-0.021,85.733,89.986,545.514,55.5,0.033,7.72e-4,9.792,68.971,58.63,1.548,0,0,4.258,0.6,0,0,0,0.6,0.063,0.097,2.855e-5,0,0,0,0,3.002e-4,1.702,90,3.805,999.213,0.001,333.604,0.17,3.528e6,6.68,35.048,0.05,0.064,0.007
