# Sim1Full (Up to date)
# 798 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
55.182,1514.764,1514.764,-4.923,5.391,9.843e-5,0.02,-266.253,0.022,266.253,270.005,2.198,0.02,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.208,90,11.999,959.1,0.001,338.57,0.015,2.966e5,6.706,35.315,0.5,0.443,7.071e-4
55.682,1506.689,1506.689,-4.923,5.395,0.003,0.108,-269.866,0.022,269.866,270.005,2.208,0.108,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.182,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.154,90,12.015,959.389,0.001,338.58,0.015,2.966e5,6.706,35.315,0.251,0.443,7.078e-4
55.934,1502.629,1502.629,-4.922,5.384,0.008,0.376,-271.676,0.022,271.676,270.005,2.181,0.375,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.188,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.992,90,12.023,959.534,0.001,338.585,0.015,2.968e5,6.706,35.315,0.251,0.443,7.059e-4
56.185,1498.571,1498.571,-4.92,5.344,-0.006,0.027,-273.435,0.022,273.435,270.005,2.086,0.026,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.177,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1,90,12.031,959.679,0.001,338.59,0.015,2.965e5,6.706,35.315,0.251,0.443,6.996e-4
56.437,1494.512,1494.512,-4.922,5.348,0.009,0.381,-275.159,0.022,275.159,270.005,2.093,0.381,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.188,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.284,90,12.039,959.824,0.001,338.595,0.015,2.969e5,6.706,35.315,0.251,0.444,7.002e-4
56.688,1490.455,1490.455,-4.92,5.384,-0.005,0.169,-276.924,0.022,276.924,270.004,2.189,0.169,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.178,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.274,90,12.047,959.969,0.001,338.599,0.015,2.966e5,6.706,35.315,0.251,0.444,7.061e-4
56.939,1486.397,1486.397,-4.921,5.403,0.002,0.215,-278.746,0.022,278.746,270.004,2.231,0.215,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.182,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.123,90,12.055,960.114,0.001,338.604,0.015,2.967e5,6.706,35.315,0.251,0.444,7.091e-4
57.191,1482.34,1482.34,-4.92,5.38,0.002,0.256,-280.564,0.022,280.564,270.004,2.177,0.256,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.183,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.049,90,12.063,960.259,0.001,338.609,0.015,2.967e5,6.706,35.315,0.251,0.444,7.054e-4
57.442,1478.283,1478.283,-4.92,5.354,-5.837e-4,0.174,-282.332,0.021,282.332,270.004,2.113,0.174,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.181,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.026,90,12.071,960.404,0.001,338.614,0.015,2.967e5,6.706,35.315,0.251,0.444,7.012e-4
57.693,1474.227,1474.227,-4.92,5.337,0.002,0.193,-284.056,0.021,284.056,270.004,2.069,0.193,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.182,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.972,90,12.079,960.549,0.001,338.619,0.015,2.967e5,6.706,35.315,0.251,0.444,6.984e-4
57.944,1470.172,1470.172,-4.919,5.318,0.007,0.389,-285.742,0.021,285.742,270.004,2.021,0.389,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.188,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.825,90,12.087,960.694,0.001,338.624,0.015,2.969e5,6.706,35.315,0.251,0.444,6.954e-4
58.196,1466.117,1466.117,-4.918,5.28,-0.006,0.138,-287.367,0.021,287.367,270.004,1.923,0.138,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.178,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.854,90,12.095,960.839,0.001,338.629,0.015,2.966e5,6.706,35.315,0.251,0.444,6.892e-4
58.447,1462.062,1462.062,-4.919,5.269,6.087e-4,0.087,-288.938,0.021,288.938,270.004,1.888,0.087,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.181,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.845,90,12.103,960.984,0.001,338.634,0.015,2.967e5,6.706,35.315,0.251,0.444,6.874e-4
58.698,1458.008,1458.008,-4.919,5.261,8.273e-4,0.015,-290.485,0.021,290.485,270.004,1.866,0.015,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.859,90,12.111,961.129,0.001,338.638,0.015,2.967e5,6.706,35.315,0.251,0.445,6.861e-4
58.949,1453.955,1453.955,-4.919,5.259,0.003,0.205,-292.022,0.021,292.022,270.004,1.862,0.205,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.183,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.966,90,12.119,961.274,0.001,338.643,0.015,2.968e5,6.706,35.315,0.251,0.445,6.858e-4
59.201,1449.902,1449.902,-4.918,5.277,0.004,0.31,-293.578,0.021,293.578,270.004,1.914,0.31,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.185,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.07,90,12.127,961.419,0.001,338.648,0.015,2.969e5,6.706,35.315,0.251,0.445,6.887e-4
59.452,1445.85,1445.85,-4.917,5.305,8.601e-4,0.3,-295.187,0.021,295.187,270.004,1.992,0.3,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.183,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.841,90,12.135,961.564,0.001,338.653,0.015,2.968e5,6.706,35.315,0.251,0.445,6.933e-4
59.703,1441.798,1441.798,-4.917,5.277,-0.001,0.201,-296.797,0.021,296.797,270.004,1.916,0.201,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.816,90,12.144,961.709,0.001,338.658,0.015,2.968e5,6.706,35.315,0.251,0.445,6.888e-4
59.954,1437.746,1437.746,-4.917,5.259,-8.045e-4,0.035,-298.356,0.021,298.356,270.004,1.866,0.035,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.848,90,12.152,961.854,0.001,338.663,0.015,2.968e5,6.706,35.315,0.251,0.445,6.858e-4
60.205,1433.695,1433.695,-4.917,5.256,0.001,0.059,-299.889,0.021,299.889,270.004,1.857,0.059,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.181,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.828,90,12.16,961.998,0.001,338.668,0.015,2.968e5,6.706,35.315,0.251,0.445,6.853e-4
60.456,1429.644,1429.644,-4.917,5.251,0.002,0.108,-301.413,0.021,301.413,270.004,1.842,0.108,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.181,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.788,90,12.168,962.143,0.001,338.672,0.015,2.968e5,6.706,35.315,0.251,0.445,6.845e-4
60.707,1425.594,1425.594,-4.916,5.241,0.015,0.538,-302.919,0.021,302.919,270.004,1.815,0.538,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.196,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.085,90,12.176,962.288,0.001,338.677,0.015,2.973e5,6.706,35.315,0.251,0.445,6.829e-4
60.958,1421.546,1421.546,-4.913,5.285,-0.012,0.179,-304.47,0.021,304.47,270.004,1.95,0.179,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.175,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.04,90,12.184,962.433,0.001,338.682,0.015,2.967e5,6.706,35.315,0.251,0.446,6.903e-4
61.21,1417.496,1417.496,-4.916,5.305,0.006,0.345,-306.096,0.021,306.096,270.004,1.995,0.345,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.186,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.822,90,12.192,962.577,0.001,338.687,0.015,2.97e5,6.706,35.315,0.251,0.446,6.934e-4
61.461,1413.448,1413.448,-4.914,5.272,-0.003,0.164,-307.703,0.021,307.703,270.004,1.909,0.164,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.179,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.827,90,12.2,962.722,0.001,338.692,0.015,2.968e5,6.706,35.315,0.251,0.446,6.88e-4
61.712,1409.399,1409.399,-4.915,5.258,0.004,0.294,-309.259,0.021,309.259,270.004,1.867,0.294,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.185,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.015,90,12.208,962.867,0.001,338.697,0.015,2.97e5,6.706,35.315,0.251,0.446,6.857e-4
61.963,1405.352,1405.352,-4.914,5.284,-0.002,0.157,-310.827,0.02,310.827,270.004,1.941,0.157,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.02,90,12.216,963.012,0.001,338.702,0.015,2.969e5,6.706,35.315,0.251,0.446,6.899e-4
62.214,1401.305,1401.305,-4.914,5.299,2.228e-4,0.077,-312.442,0.02,312.442,270.004,1.981,0.077,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.943,90,12.224,963.156,0.001,338.706,0.015,2.969e5,6.706,35.315,0.251,0.446,6.924e-4
62.465,1397.258,1397.258,-4.914,5.291,0.001,0.092,-314.065,0.02,314.065,270.004,1.961,0.092,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.181,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.916,90,12.232,963.301,0.001,338.711,0.015,2.969e5,6.706,35.315,0.251,0.446,6.912e-4
62.716,1393.212,1393.212,-4.914,5.283,0.001,0.083,-315.671,0.02,315.671,270.004,1.938,0.083,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.181,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.897,90,12.24,963.446,0.001,338.716,0.015,2.969e5,6.706,35.315,0.251,0.446,6.898e-4
62.967,1389.166,1389.166,-4.914,5.275,0.012,0.479,-317.258,0.02,317.258,270.004,1.918,0.479,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.193,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.678,90,12.248,963.59,0.001,338.721,0.015,2.973e5,6.706,35.315,0.251,0.446,6.885e-4
63.218,1385.122,1385.122,-4.911,5.229,-0.008,0.2,-318.787,0.02,318.787,270.004,1.797,0.2,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.177,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.697,90,12.256,963.735,0.001,338.726,0.015,2.968e5,6.706,35.315,0.251,0.446,6.812e-4
63.469,1381.077,1381.077,-4.913,5.214,0.013,0.526,-320.247,0.02,320.247,270.004,1.747,0.526,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.195,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.484,90,12.264,963.879,0.001,338.731,0.015,2.974e5,6.706,35.315,0.251,0.447,6.787e-4
63.72,1377.034,1377.034,-4.909,5.168,-0.009,0.274,-321.631,0.02,321.631,270.004,1.615,0.274,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.177,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.478,90,12.272,964.024,0.001,338.736,0.014,2.969e5,6.706,35.315,0.251,0.447,6.713e-4
63.971,1372.989,1372.989,-4.912,5.149,-0.002,0.115,-322.933,0.02,322.933,270.004,1.546,0.115,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.179,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.489,90,12.28,964.168,0.001,338.74,0.015,2.969e5,6.706,35.315,0.251,0.447,6.681e-4
64.222,1368.946,1368.946,-4.912,5.141,5.197e-4,0.005,-324.194,0.02,324.194,270.004,1.518,0.005,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.515,90,12.288,964.313,0.001,338.745,0.015,2.97e5,6.706,35.315,0.251,0.447,6.667e-4
64.472,1364.903,1364.903,-4.912,5.141,0.01,0.41,-325.442,0.02,325.442,270.004,1.516,0.41,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.19,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.722,90,12.296,964.458,0.001,338.75,0.015,2.973e5,6.706,35.315,0.251,0.447,6.667e-4
64.723,1360.862,1360.862,-4.91,5.17,0.017,0.692,-326.733,0.02,326.733,270.003,1.619,0.691,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.202,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.966,90,12.304,964.602,0.001,338.755,0.015,2.976e5,6.706,35.315,0.251,0.448,6.715e-4
64.974,1356.822,1356.822,-4.905,5.223,-0.019,0.281,-328.137,0.02,328.137,270.003,1.793,0.28,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.172,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.934,90,12.312,964.746,0.001,338.76,0.014,2.968e5,6.706,35.315,0.251,0.448,6.803e-4
65.225,1352.779,1352.779,-4.91,5.252,0.008,0.471,-329.643,0.02,329.643,270.003,1.863,0.471,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.19,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.628,90,12.32,964.891,0.001,338.765,0.015,2.973e5,6.706,35.315,0.251,0.448,6.849e-4
65.476,1348.739,1348.739,-4.908,5.209,-0.007,0.248,-331.127,0.02,331.127,270.003,1.745,0.248,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.178,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.87,90,12.328,965.035,0.001,338.77,0.014,2.97e5,6.706,35.315,0.251,0.448,6.78e-4
65.727,1344.698,1344.698,-4.91,5.232,0.006,0.387,-332.589,0.02,332.589,270.003,1.807,0.387,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.187,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.002,90,12.336,965.18,0.001,338.774,0.015,2.973e5,6.706,35.315,0.251,0.448,6.816e-4
65.978,1340.659,1340.659,-4.908,5.265,-0.006,0.033,-334.116,0.02,334.116,270.003,1.904,0.033,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.177,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.921,90,12.344,965.324,0.001,338.779,0.014,2.97e5,6.706,35.315,0.251,0.448,6.871e-4
66.229,1336.619,1336.619,-4.91,5.269,0.01,0.419,-335.687,0.02,335.687,270.003,1.913,0.419,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.19,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.703,90,12.352,965.469,0.001,338.784,0.015,2.974e5,6.706,35.315,0.251,0.448,6.877e-4
66.479,1332.581,1332.581,-4.907,5.23,0.003,0.469,-337.217,0.02,337.217,270.003,1.808,0.469,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.188,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.043,90,12.36,965.613,0.001,338.789,0.015,2.973e5,6.706,35.315,0.251,0.448,6.814e-4
66.73,1328.543,1328.543,-4.907,5.271,-0.005,0.324,-338.752,0.02,338.752,270.003,1.925,0.324,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.088,90,12.368,965.757,0.001,338.794,0.014,2.971e5,6.706,35.315,0.251,0.449,6.881e-4
66.981,1324.505,1324.505,-4.908,5.302,-0.002,0.213,-340.37,0.019,340.37,270.003,2.006,0.213,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9,90,12.376,965.902,0.001,338.799,0.014,2.971e5,6.706,35.315,0.251,0.449,6.932e-4
67.232,1320.467,1320.467,-4.908,5.282,-0.001,0.026,-341.999,0.019,341.999,270.003,1.953,0.026,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.18,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,90,12.384,966.046,0.001,338.804,0.014,2.971e5,6.706,35.315,0.251,0.449,6.9e-4
67.482,1316.43,1316.43,-4.908,5.28,0.009,0.4,-343.602,0.019,343.602,270.003,1.946,0.399,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.189,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.147,90,12.392,966.19,0.001,338.808,0.014,2.974e5,6.706,35.315,0.251,0.449,6.896e-4
67.733,1312.395,1312.395,-4.906,5.316,0.004,0.466,-345.244,0.019,345.244,270.003,2.046,0.466,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.188,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.28,90,12.4,966.335,0.001,338.813,0.014,2.974e5,6.706,35.315,0.251,0.449,6.955e-4
67.984,1308.36,1308.36,-4.905,5.361,-0.006,0.291,-346.975,0.019,346.975,270.003,2.163,0.291,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.179,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.018,90,12.408,966.479,0.001,338.818,0.014,2.971e5,6.706,35.315,0.251,0.449,7.028e-4
68.235,1304.324,1304.324,-4.907,5.333,-6.442e-4,0.221,-348.725,0.019,348.725,270.003,2.09,0.221,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.181,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.98,90,12.416,966.623,0.001,338.823,0.014,2.972e5,6.706,35.315,0.251,0.449,6.983e-4
68.485,1300.289,1300.289,-4.907,5.312,0.004,0.307,-350.421,0.019,350.421,270.003,2.035,0.307,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.185,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.189,90,12.424,966.767,0.001,338.828,0.014,2.973e5,6.706,35.315,0.251,0.449,6.948e-4
68.736,1296.255,1296.255,-4.906,5.341,0.006,0.436,-352.126,0.019,352.126,270.003,2.112,0.436,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.188,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.331,90,12.432,966.912,0.001,338.833,0.014,2.974e5,6.706,35.315,0.251,0.449,6.996e-4
68.986,1292.221,1292.221,-4.904,5.384,-0.008,0.104,-353.908,0.019,353.908,270.003,2.221,0.104,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.176,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.169,90,12.44,967.056,0.001,338.837,0.014,2.971e5,6.706,35.315,0.251,0.449,7.066e-4
69.237,1288.187,1288.187,-4.906,5.375,0.003,0.2,-355.724,0.019,355.724,270.003,2.195,0.2,28.61,-80.601,NaN,NaN,NaN,NaN,82.38,89.983,529.083,65.7,0.042,7.437e-4,9.791,0,64.368,-9.599,0,0,5.183,103.306,0,103.306,0,103.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.095,90,12.448,967.2,0.001,338.842,0.014,2.973e5,6.706,35.315,0.251,0.449,7.05e-4
